City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
108,cape town,-33.9258,18.4232,17.29,71,0,4.92,ZA,1679859071
109,bilibino,68.0546,166.4372,-21.93,99,100,3.27,RU,1679859288
110,vigrestad,58.5667,5.7,3.1,56,23,9.15,NO,1679859289
111,bathsheba,13.2167,-59.5167,29.34,54,40,10.8,BB,1679859289
112,lalibela,12.0333,39.0333,19.35,51,100,2.75,ET,1679859289
113,aswan,24.0934,32.907,23.61,23,0,8.23,EG,1679859290
114,hay river,60.8156,-115.7999,-18.02,59,75,3.6,CA,1679859011
115,koslan,63.4564,48.8989,-15.75,99,81,1.51,RU,1679859290
116,codrington,-38.2667,141.9667,13.18,89,100,3.21,AU,1679859291
117,hithadhoo,-0.6,73.0833,27.99,73,61,2.36,MV,1679859291
118,bredasdorp,-34.5322,20.0403,16.25,56,50,5.8,ZA,1679859292
119,biak,-0.9131,122.8766,24.08,88,100,1.76,ID,1679859293
120,ancud,-41.8697,-73.8203,14.75,61,6,3.34,CL,1679859293
121,arlington,32.7357,-97.1081,26.59,36,0,2.57,US,1679859137
122,yar-sale,66.8333,70.8333,-7.13,95,99,5.34,RU,1679859294
123,huarmey,-10.0681,-78.1522,27.06,69,82,5.62,PE,1679859294
124,cidreira,-30.1811,-50.2056,24.25,69,3,6.7,BR,1679859115
125,paamiut,61.994,-49.6678,-2.63,60,100,1.97,GL,1679859295
126,havre-saint-pierre,50.2334,-63.5986,1.2,75,75,6.17,CA,1679859002
127,the valley,18.217,-63.0578,28.92,57,20,7.72,AI,1679859295
128,san cristobal,7.7669,-72.225,24.1,44,90,2.87,VE,1679859296
129,port alfred,-33.5906,26.891,15.1,91,88,1.34,ZA,1679859296
130,nova odesa,47.3078,31.7851,9.85,78,100,2.12,UA,1679859296
131,immokalee,26.4187,-81.4173,33.32,56,25,5.32,US,1679859113
132,antofagasta,-23.65,-70.4,23.6,74,19,3.45,CL,1679859105
133,tagbac,7.089,125.1567,21.25,90,82,1.27,PH,1679859297
134,hobart,-42.8794,147.3294,12.92,83,75,2.57,AU,1679859234
135,vagur,61.4732,-6.8119,2.27,47,97,5.79,FO,1679859297
136,salalah,17.0151,54.0924,27.05,78,20,3.6,OM,1679859298
137,rocky mountain house,52.3668,-114.9188,0.06,55,100,3.09,CA,1679859298
138,hasaki,35.7333,140.8333,11.79,76,100,6.85,JP,1679859298
139,souillac,-20.5167,57.5167,26.21,83,75,5.14,MU,1679859299
140,jalu,29.0331,21.5482,19.53,40,0,4.94,LY,1679859299
141,vostok,46.4856,135.8833,-8.0,88,99,1.96,RU,1679859299
142,marawi,7.9986,124.2928,19.94,96,98,0.23,PH,1679859300
143,butaritari,3.0707,172.7902,27.71,77,72,8.89,KI,1679859300
144,inhambane,-23.865,35.3833,25.99,78,20,1.87,MZ,1679859301
145,ribeira grande,38.5167,-28.7,15.43,88,75,12.52,PT,1679859301
146,rocha,-34.4833,-54.3333,20.7,67,65,5.86,UY,1679859146
147,hatsukaichi,34.35,132.3333,7.97,86,57,2.2,JP,1679859301
148,bengkulu,-3.8004,102.2655,24.5,86,100,2.25,ID,1679859302
149,voh,-20.9667,164.7,25.11,90,80,1.31,NC,1679859302
150,saint anthony,45.0205,-93.218,6.25,49,20,3.6,US,1679859302
151,neuquen,-38.9516,-68.0591,27.94,23,0,5.14,AR,1679859019
152,port augusta,-32.5,137.7667,23.54,55,100,1.73,AU,1679859303
153,ormara,25.2088,64.6357,24.16,65,0,5.52,PK,1679859303
154,shimoda,34.6667,138.95,12.84,84,59,3.88,JP,1679859304
155,motygino,58.1831,94.7592,1.32,100,100,4.95,RU,1679859304
156,lorengau,-2.0226,147.2712,27.29,77,87,2.88,PG,1679859305
157,axim,4.8699,-2.2405,27.25,79,100,2.77,GH,1679859305
158,santa vitoria do palmar,-33.5189,-53.3681,22.53,59,2,6.32,BR,1679859163
159,vila velha,-20.3297,-40.2925,29.97,70,20,7.2,BR,1679859306
160,oda,35.1833,132.5,8.44,81,86,2.69,JP,1679859306
161,ponta delgada,37.7333,-25.6667,17.4,94,75,9.26,PT,1679859306
162,lebu,-37.6167,-73.65,15.55,66,20,5.82,CL,1679859307
163,oksfjord,70.2396,22.3479,-4.9,86,98,1.29,NO,1679859307
164,qeshm,26.9581,56.2719,22.93,82,92,5.65,IR,1679859307
165,uige,-7.6087,15.0613,19.53,98,80,0.42,AO,1679859308
166,edgewater,28.9889,-80.9023,34.05,43,40,5.66,US,1679859082
167,nyurba,63.2842,118.3319,-2.92,92,100,4.99,RU,1679859308
168,aykhal,66.0,111.5,-17.17,100,97,0.87,RU,1679859309
169,sann,26.0418,68.1378,21.95,35,0,1.2,PK,1679859309
170,bontang,0.1333,117.5,24.64,91,100,2.52,ID,1679859310
171,nikolskoye,59.7035,30.7861,-0.05,96,100,2.68,RU,1679859310
172,upata,8.0086,-62.3989,29.0,49,100,4.65,VE,1679859310
173,chuy,-33.6971,-53.4616,21.96,62,3,6.44,UY,1679859311
174,mweka,-4.85,21.5667,20.59,97,85,0.84,CD,1679859311
175,alexandria,31.2156,29.9553,16.3,79,0,4.18,EG,1679859312
176,linxia,35.6003,103.2064,2.96,62,98,1.09,CN,1679859312
177,santiago de las vegas,22.97,-82.3869,30.79,52,40,3.6,CU,1679859313
178,belaya gora,68.5333,146.4167,-25.46,100,92,2.71,RU,1679859313
179,verkhnevilyuysk,63.4453,120.3167,-2.88,89,100,4.99,RU,1679859314
180,neiafu,-18.65,-173.9833,25.38,94,75,0.0,TO,1679859314
181,thompson,55.7435,-97.8558,-14.91,51,0,4.12,CA,1679859315
182,tarbes,43.25,0.1667,10.83,79,75,11.83,FR,1679859315
183,ures,29.4333,-110.4,24.53,11,0,3.19,MX,1679859316
184,kudeyevskiy,54.8758,56.7567,4.21,98,100,3.75,RU,1679859316
185,tungor,53.3808,142.9564,-11.01,92,6,2.65,RU,1679859317
186,myaundzha,63.0494,147.1858,-27.94,100,98,1.19,RU,1679859318
187,ateptsevo,55.3236,36.75,6.25,96,100,3.1,RU,1679859318
188,kano,12.0001,8.5167,28.94,26,0,2.06,NG,1679859319
189,fayetteville,35.0527,-78.8784,19.16,94,100,4.63,US,1679859125
190,ovsyanka,55.9575,92.5519,7.54,85,100,5.74,RU,1679859319
191,coxim,-18.5067,-54.76,30.38,65,28,1.66,BR,1679859320
192,nouadhibou,20.931,-17.0347,26.99,39,0,6.17,MR,1679859320
193,belyy yar,53.6039,91.3903,1.03,75,61,1.0,RU,1679859321
194,svetlogorsk,52.6333,29.7333,6.47,86,36,3.85,BY,1679859322
195,avarua,-21.2078,-159.775,28.03,78,20,3.6,CK,1679859322
196,yinchuan,38.4681,106.2731,6.56,13,0,1.17,CN,1679859322
197,sitka,57.0531,-135.33,5.94,52,0,2.57,US,1679859198
198,gogrial,8.5332,28.1004,30.42,18,58,2.2,SS,1679859323
199,upernavik,72.7868,-56.1549,-23.92,86,59,3.86,GL,1679859324
200,san patricio,28.017,-97.5169,29.05,61,100,5.13,US,1679859324
201,vila,42.0304,-8.1588,6.49,88,0,0.45,PT,1679859280
202,san quintin,30.4833,-115.95,16.33,51,2,8.11,MX,1679859325
203,cockburn town,21.4612,-71.1419,26.98,61,40,6.17,TC,1679859325
204,batagay-alyta,67.8006,130.4114,-18.91,86,100,1.83,RU,1679859326
205,ayan,56.45,138.1667,-11.43,86,36,2.58,RU,1679859326
206,kruisfontein,-34.0033,24.7314,14.94,75,65,2.62,ZA,1679859327
207,helong,42.5397,128.9972,-3.0,53,0,1.76,CN,1679859327
208,cozumel,20.5083,-86.9458,30.04,68,75,5.36,MX,1679859185
209,dingle,10.9995,122.6711,23.98,89,100,3.04,PH,1679859328
210,assiniboia,49.6334,-105.9845,-7.1,86,100,2.06,CA,1679859328
211,lucapa,-8.4192,20.7447,19.64,96,100,1.41,AO,1679859328
212,cayenne,4.9333,-52.3333,26.02,83,75,2.57,GF,1679859329
213,port hardy,50.6996,-127.4199,7.1,70,75,6.17,CA,1679859330
214,yerbogachen,61.2767,108.0108,0.36,98,100,4.1,RU,1679859330
215,carlsbad,33.1581,-117.3506,19.52,64,0,4.63,US,1679859035
216,maragogi,-9.0122,-35.2225,26.15,82,93,4.73,BR,1679859330
217,saint-joseph,-21.3667,55.6167,24.21,81,41,5.88,RE,1679859331
218,andenes,69.3143,16.1194,-3.01,59,39,3.6,NO,1679859331
219,ixtapa,20.7,-105.2,23.57,69,75,5.14,MX,1679859332
220,egvekinot,66.3167,-179.1667,-21.14,99,99,1.78,RU,1679859332
221,port lincoln,-34.7333,135.8667,17.54,92,39,5.95,AU,1679859332
222,pisco,-13.7,-76.2167,27.03,65,0,10.8,PE,1679859333
223,skjervoy,70.0311,20.9714,-9.0,66,100,3.35,NO,1679859333
224,emerald,-23.5333,148.1667,19.63,88,4,3.17,AU,1679859333
225,umm lajj,25.0213,37.2685,21.4,66,0,4.19,SA,1679859334
226,ballina,-28.8667,153.5667,19.32,92,100,2.01,AU,1679859334
227,herat,34.5,62.0,15.11,34,2,3.29,AF,1679859047
228,santiago de cao,-7.9589,-79.2392,30.07,66,0,5.14,PE,1679859335
229,ilulissat,69.2167,-51.1,-9.99,67,20,2.57,GL,1679859335
230,praia da vitoria,38.7333,-27.0667,18.14,82,75,15.61,PT,1679859336
231,asyut,27.181,31.1837,19.1,25,0,4.14,EG,1679859336
232,morondava,-20.2833,44.2833,27.02,79,10,3.49,MG,1679859336
233,chegdomyn,51.1167,133.0167,-12.16,97,54,0.6,RU,1679859337
234,santa cruz de la palma,28.6835,-17.7642,21.08,83,0,5.66,ES,1679859337
235,korem,12.5058,39.5228,13.63,87,100,2.03,ET,1679859337
236,asau,46.4333,26.4,6.51,71,2,2.32,RO,1679859338
237,geraldton,-28.7667,114.6,18.23,82,0,3.6,AU,1679859110
238,oranjemund,-28.55,16.4333,17.31,86,0,6.28,NA,1679859338
239,qobustan,40.0824,49.412,12.73,60,100,0.59,AZ,1679859338
240,talnakh,69.4865,88.3972,-20.88,99,100,2.17,RU,1679859341
241,basco,20.4487,121.9702,24.16,83,100,10.93,PH,1679859342
242,sumbe,-11.2061,13.8437,25.42,86,100,1.59,AO,1679859342
243,ketchikan,55.3422,-131.6461,7.26,61,0,2.57,US,1679859342
244,saint george,37.1041,-113.5841,11.91,30,0,4.12,US,1679859331
245,broome,42.2506,-75.833,13.72,28,0,7.2,US,1679859343
246,pueblo,38.2545,-104.6091,8.6,22,0,3.13,US,1679859076
247,college,64.8569,-147.8028,-3.85,45,100,3.09,US,1679859343
248,katsuura,35.1333,140.3,12.06,73,100,6.08,JP,1679859343
249,grand bank,47.0999,-55.765,3.0,78,96,4.33,CA,1679859344
250,tazovskiy,67.4667,78.7,-10.74,95,100,5.17,RU,1679859344
251,borisoglebsk,51.3671,42.0849,10.8,82,100,4.86,RU,1679859344
252,waipawa,-41.4122,175.5153,12.31,81,35,2.01,NZ,1679859345
253,sioux lookout,50.1001,-91.917,-0.96,47,20,1.03,CA,1679859345
254,kambove,-10.8764,26.5969,16.46,98,100,1.48,CD,1679859345
255,yakeshi,49.2833,120.7333,-18.57,99,16,1.03,CN,1679859346
256,touros,-5.1989,-35.4608,26.89,78,82,4.21,BR,1679859240
257,oranjestad,12.524,-70.027,30.97,58,20,11.83,AW,1679859346
258,antsohihy,-14.8796,47.9875,23.47,98,100,0.55,MG,1679859347
259,panzhihua,26.5851,101.7128,13.99,57,1,0.87,CN,1679859347
260,hami,42.8,93.45,10.36,21,0,1.36,CN,1679859347
261,biograd na moru,43.9433,15.4519,16.53,80,97,11.66,HR,1679859348
262,sao filipe,14.8961,-24.4956,21.96,70,43,3.59,CV,1679859348
263,hohhot,40.8106,111.6522,-0.61,45,0,3.0,CN,1679859348
264,palaikastron,35.2,26.25,15.31,80,0,3.69,GR,1679859349
265,murdochville,48.9583,-65.5006,-2.51,92,100,4.69,CA,1679859349
266,keningau,5.3378,116.1602,21.47,99,97,0.32,MY,1679859349
267,valley city,46.9233,-98.0032,-6.71,100,0,4.12,US,1679859074
268,mae sai,20.4335,99.8762,21.87,37,3,1.22,TH,1679859350
269,fairbanks,64.8378,-147.7164,-4.55,46,75,3.09,US,1679859094
270,itacarambi,-15.1022,-44.0919,33.59,33,86,3.2,BR,1679859350
271,valle de allende,26.9333,-105.4,27.0,7,58,5.93,MX,1679859351
272,ratnagiri,16.9833,73.3,22.99,71,8,3.65,IN,1679859351
273,naze,28.3667,129.4833,16.51,70,100,5.17,JP,1679859351
274,laramie,41.3114,-105.5911,-1.69,28,0,4.12,US,1679859095
275,moerai,-22.4333,-151.3333,25.66,76,98,5.54,PF,1679859352
276,cherskiy,68.75,161.3,-18.29,97,100,6.01,RU,1679859352
277,pochutla,15.7432,-96.4661,32.68,39,0,4.37,MX,1679859352
278,flinders,-34.5833,150.8552,20.66,89,100,0.89,AU,1679859353
279,san juan del sur,11.2529,-85.8705,29.12,70,20,3.09,NI,1679859353
280,male,4.1748,73.5089,27.97,89,75,2.57,MV,1679859106
281,gomel,52.4345,30.9754,5.99,93,0,4.0,BY,1679859300
282,kodiak,57.79,-152.4072,1.73,80,0,0.0,US,1679859354
283,bamban,15.6747,120.3315,23.57,89,27,1.39,PH,1679859354
284,mehamn,71.0357,27.8492,-2.05,59,75,5.14,NO,1679859354
285,chihuahua,28.5,-106.0,21.46,8,9,6.19,MX,1679859090
286,isangel,-19.55,169.2667,26.89,85,91,6.97,VU,1679859355
287,ostersund,63.1792,14.6357,-6.75,68,0,3.09,SE,1679859355
288,valleyview,55.0667,-117.2859,-1.98,64,100,5.66,CA,1679859355
289,merauke,-8.4667,140.3333,26.69,84,100,5.38,ID,1679859356
290,klaksvik,62.2266,-6.589,-0.49,51,99,6.15,FO,1679859356
291,ventspils,57.3894,21.5606,3.96,100,100,2.57,LV,1679859356
292,pio xii,-3.8325,-45.1525,26.72,92,72,1.69,BR,1679859357
293,honningsvag,70.9821,25.9704,-2.14,69,75,5.14,NO,1679859102
294,labuhan,-6.8844,112.2051,25.5,88,97,2.73,ID,1679859357
295,porto novo,6.4965,2.6036,28.9,73,100,3.85,BJ,1679859357
296,greytown,-29.0642,30.5928,13.22,97,100,2.36,ZA,1679859358
297,along,28.1667,94.7667,16.08,97,96,0.52,IN,1679859358
298,poso,-1.3959,120.7524,23.94,95,100,1.12,ID,1679859358
299,rio do sul,-27.2142,-49.6431,29.66,43,34,2.34,BR,1679859359
300,leirvik,59.7798,5.5005,2.02,51,4,9.82,NO,1679859359
301,taoudenni,22.6783,-3.9836,30.73,14,79,5.22,ML,1679859360
302,srednekolymsk,67.45,153.6833,-27.35,99,64,3.89,RU,1679859360
303,biggar,55.6167,-3.5167,3.49,97,54,1.88,GB,1679859360
304,baruun-urt,46.6806,113.2792,-4.38,72,7,2.15,MN,1679859360
305,ordynskoye,54.3656,81.8994,-0.05,86,3,4.08,RU,1679859361
306,erattupetta,9.7,76.7833,23.68,96,44,0.42,IN,1679859361
307,havelock,34.8791,-76.9013,20.97,90,40,3.09,US,1679859192
308,uruzgan,32.8333,66.0,11.58,59,49,0.58,AF,1679859362
309,tukrah,32.5341,20.5791,14.56,84,4,1.78,LY,1679859363
310,umba,66.6871,34.3429,-16.83,99,24,1.9,RU,1679859364
311,galle,6.0367,80.217,25.38,85,11,1.33,LK,1679859364
312,pangnirtung,66.1451,-65.7125,-10.0,62,100,2.57,CA,1679859365
313,chapais,49.7834,-74.8492,0.88,100,100,1.45,CA,1679859365
314,sharkan,57.2989,53.8712,4.67,99,100,3.43,RU,1679859366
315,takoradi,4.8845,-1.7554,27.33,79,100,2.8,GH,1679859366
316,wejherowo,54.6057,18.2356,4.66,84,41,2.68,PL,1679859366
317,palmas bellas,9.2319,-80.0867,28.47,68,16,5.37,PA,1679859367
318,vendas novas,38.6771,-8.4579,10.68,67,31,3.17,PT,1679859367
319,hailun,47.45,126.9333,-2.31,40,0,3.08,CN,1679859367
320,buchanan,5.8808,-10.0467,26.41,87,98,2.5,LR,1679859275
321,evensk,61.95,159.2333,-24.63,79,4,2.55,RU,1679859368
322,kahului,20.8947,-156.47,26.58,66,20,3.58,US,1679859369
323,arkhangelsk,64.5401,40.5433,-11.94,92,40,1.0,RU,1679859369
324,neepawa,50.2289,-99.4664,-4.78,93,81,3.9,CA,1679859369
